1,1,0.26250,14
1,2,0.18750,16
1,3,1.41250,0
1,4,1.41250,0
1,5,1.41250,0
1,6,0.26250,15
1,7,0.38750,8
1,8,1.41250,0
1,9,1.41250,0
1,10,0.20000,15
1,11,0.26250,14
1,12,1.41250,0
1,13,0.18750,16
1,14,1.41250,0
1,15,1.41250,0
1,16,1.41250,0
1,17,1.41250,0
1,18,1.41250,0
1,19,0.35000,15
1,20,1.41250,0
2,1,1.52000,0
2,2,1.52000,0
2,3,1.52000,0
2,4,1.52000,0
2,5,0.39000,14
2,6,1.52000,0
2,7,1.52000,0
2,8,1.52000,0
2,9,1.52000,0
2,10,1.52000,0
2,11,1.52000,0
2,12,0.38000,14
2,13,1.52000,0
2,14,0.20000,15
2,15,1.52000,0
2,16,1.52000,0
2,17,0.20000,15
2,18,1.52000,0
2,19,1.52000,0
2,20,0.30000,15
3,1,1.48000,21
3,2,0.38000,7
3,3,0.38667,8
3,4,0.38667,8
3,5,0.37333,6
3,6,1.48000,21
3,7,1.68000,0
3,8,0.47333,6
3,9,1.68000,0
3,10,0.38667,8
3,11,0.28000,7
3,12,0.47333,6
3,13,0.48000,7
3,14,0.38000,7
3,15,0.28000,7
3,16,1.68000,0
3,17,0.45333,3
3,18,0.28000,7
3,19,0.47333,6
3,20,0.48000,7
4,1,0.86250,25
4,2,0.86250,25
4,3,0.86250,27
4,4,0.20000,38
4,5,0.86250,27
4,6,0.86250,27
4,7,0.86250,27
4,8,0.86250,25
4,9,0.86250,25
4,10,0.86250,25
4,11,0.86250,25
4,12,0.86250,25
4,13,0.86250,25
4,14,0.86250,27
4,15,0.78750,14
4,16,0.86250,25
4,17,0.86250,27
4,18,0.86250,25
4,19,0.86250,27
4,20,0.86250,27
5,1,1.04000,0
5,2,1.04000,0
5,3,1.04000,0
5,4,1.04000,0
5,5,1.04000,0
5,6,1.04000,0
5,7,1.04000,0
5,8,1.04000,0
5,9,1.04000,0
5,10,1.04000,0
5,11,1.04000,0
5,12,1.04000,0
5,13,1.04000,0
5,14,1.04000,0
5,15,1.04000,0
5,16,1.04000,0
5,17,1.04000,0
5,18,1.04000,0
5,19,1.04000,0
5,20,1.04000,0
6,1,1.36667,0
6,2,1.25333,12
6,3,1.36667,0
6,4,0.27333,30
6,5,1.22000,14
6,6,0.28000,32
6,7,1.16000,14
6,8,0.36000,29
6,9,1.36667,0
6,10,1.36667,0
6,11,1.08667,28
6,12,1.36667,0
6,13,0.36000,29
6,14,1.25333,12
6,15,1.36667,0
6,16,1.13333,28
6,17,1.36667,0
6,18,1.36667,0
6,19,0.28000,32
6,20,1.25333,12
7,1,1.40625,30
7,2,1.45625,26
7,3,0.64375,22
7,4,0.55000,15
7,5,1.46875,26
7,6,1.58125,19
7,7,0.59375,18
7,8,1.60625,18
7,9,0.70625,10
7,10,0.66250,17
7,11,0.66250,14
7,12,1.48750,24
7,13,1.53750,22
7,14,0.60000,7
7,15,1.49375,20
7,16,1.53125,21
7,17,0.64375,17
7,18,0.54375,33
7,19,1.64375,18
7,20,0.66250,9
8,1,1.52500,28
8,2,0.63500,23
8,3,0.63000,22
8,4,0.74000,15
8,5,0.68000,19
8,6,1.51000,31
8,7,0.67000,19
8,8,0.68000,18
8,9,0.67000,23
8,10,0.65000,5
8,11,0.66500,25
8,12,0.67500,21
8,13,1.53000,28
8,14,0.69000,17
8,15,0.68500,18
8,16,0.67500,18
8,17,0.61500,22
8,18,0.63000,19
8,19,0.63500,21
8,20,1.54000,29
9,1,0.62667,42
9,2,0.72333,28
9,3,0.61333,61
9,4,0.62000,44
9,5,0.58667,54
9,6,1.77333,20
9,7,0.62667,28
9,8,0.76333,31
9,9,0.62667,27
9,10,0.67000,29
9,11,0.72333,28
9,12,0.72667,18
9,13,0.72333,28
9,14,0.68000,41
9,15,0.71667,30
9,16,0.71000,32
9,17,0.63667,40
9,18,0.67333,28
9,19,0.68000,26
9,20,0.67333,28
10,1,0.53125,23
10,2,0.59375,17
10,3,0.46875,23
10,4,0.63750,26
10,5,1.21875,36
10,6,1.20000,30
10,7,0.50625,18
10,8,0.58750,26
10,9,0.56250,22
10,10,0.57500,28
10,11,0.56875,23
10,12,0.54375,19
10,13,0.62500,14
10,14,0.53750,26
10,15,0.58750,26
10,16,0.56250,20
10,17,0.62500,14
10,18,0.54375,25
10,19,0.51250,23
10,20,0.54375,17
11,1,1.36000,23
11,2,0.51000,19
11,3,0.51000,25
11,4,0.57500,15
11,5,0.62000,19
11,6,0.58500,19
11,7,0.58000,22
11,8,0.57000,14
11,9,0.54500,9
11,10,1.39000,21
11,11,0.55000,14
11,12,0.55500,14
11,13,0.55500,11
11,14,0.64000,8
11,15,0.55000,10
11,16,0.54500,16
11,17,1.36000,30
11,18,1.29000,40
11,19,0.54500,9
11,20,0.57500,15
12,1,0.64333,36
12,2,1.36333,61
12,3,0.56667,30
12,4,0.57667,37
12,5,0.62333,30
12,6,1.40667,53
12,7,0.56000,43
12,8,0.69000,35
12,9,1.48333,46
12,10,0.56000,49
12,11,1.42333,51
12,12,0.56333,40
12,13,0.49333,76
12,14,1.52333,36
12,15,0.61667,30
12,16,0.59333,24
12,17,1.52667,43
12,18,0.63000,28
12,19,0.56000,44
12,20,0.51000,25
13,1,0.72083,38
13,2,0.53750,78
13,3,0.64167,54
13,4,0.75000,28
13,5,0.68750,50
13,6,0.62917,56
13,7,0.71250,37
13,8,0.66250,48
13,9,0.66667,47
13,10,0.75417,20
13,11,0.60417,47
13,12,0.63750,42
13,13,0.57500,69
13,14,0.68750,50
13,15,0.62917,48
13,16,0.69167,33
13,17,0.68750,26
13,18,0.61667,43
13,19,0.54583,68
13,20,1.37083,59
14,1,0.67667,52
14,2,1.56333,53
14,3,0.69000,58
14,4,0.62000,79
14,5,1.59333,49
14,6,1.51000,62
14,7,0.72333,48
14,8,1.56333,51
14,9,0.70667,53
14,10,0.61667,80
14,11,0.74000,43
14,12,0.68333,50
14,13,0.67667,42
14,14,0.65667,68
14,15,1.44333,72
14,16,0.79333,22
14,17,0.65000,70
14,18,1.42000,74
14,19,0.67667,62
14,20,0.69333,67
15,1,0.74444,60
15,2,0.74222,31
15,3,0.70667,33
15,4,0.72444,54
15,5,1.66667,68
15,6,0.77111,48
15,7,0.71333,44
15,8,0.71556,58
15,9,0.80444,48
15,10,0.69556,52
15,11,0.62000,56
15,12,0.77778,60
15,13,0.74444,60
15,14,0.74222,61
15,15,0.71556,43
15,16,0.83111,51
15,17,0.80444,34
15,18,1.79778,36
15,19,0.70000,22
15,20,0.71333,29
16,1,1.17083,68
16,2,1.07917,72
16,3,1.22917,57
16,4,1.29583,55
16,5,0.57500,30
16,6,0.54583,46
16,7,1.18333,57
16,8,0.60000,44
16,9,0.56250,49
16,10,0.67083,37
16,11,0.59167,49
16,12,1.22083,54
16,13,0.62917,40
16,14,0.55000,48
16,15,1.19583,60
16,16,0.56250,46
16,17,0.56250,49
16,18,0.58750,37
16,19,1.15417,63
16,20,1.22917,54
17,1,0.60667,55
17,2,0.55333,67
17,3,1.26667,72
17,4,0.60333,59
17,5,1.38333,53
17,6,1.25000,77
17,7,0.64667,33
17,8,0.68333,43
17,9,0.60000,43
17,10,0.66667,36
17,11,0.57000,60
17,12,0.61000,50
17,13,0.63000,59
17,14,0.59333,75
17,15,0.59667,54
17,16,0.58667,71
17,17,1.37000,61
17,18,1.37333,63
17,19,0.64333,55
17,20,0.60667,72
18,1,0.63778,83
18,2,0.70444,42
18,3,1.38889,104
18,4,0.68889,95
18,5,0.60889,113
18,6,0.60889,96
18,7,0.60222,100
18,8,1.50444,77
18,9,0.65778,74
18,10,0.61111,101
18,11,1.39556,105
18,12,0.70000,70
18,13,0.66444,86
18,14,0.62222,105
18,15,0.67778,81
18,16,0.64889,94
18,17,0.60222,129
18,18,0.59778,71
18,19,0.64444,98
18,20,0.66667,85
19,1,0.56733,210
19,2,0.56533,210
19,3,0.57600,205
19,4,1.16600,343
19,5,1.23200,284
19,6,1.11000,387
19,7,0.47133,217
19,8,1.35200,276
19,9,1.26267,219
19,10,0.46267,177
19,11,1.18067,318
19,12,0.54867,207
19,13,1.21400,296
19,14,1.28133,273
19,15,0.56533,246
19,16,1.20133,336
19,17,0.56533,210
19,18,0.53333,203
19,19,1.33000,280
19,20,1.20400,334
20,1,1.05689,646
20,2,0.51822,391
20,3,0.98578,696
20,4,0.48978,354
20,5,0.50133,475
20,6,1.11911,540
20,7,0.50756,579
20,8,0.52222,440
20,9,0.52622,449
20,10,1.04400,634
20,11,1.13689,527
20,12,0.58133,254
20,13,1.13067,564
20,14,0.50667,520
20,15,0.49867,498
20,16,0.53244,276
20,17,1.01156,693
20,18,1.07689,623
20,19,0.51733,565
20,20,0.56933,371
21,1,0.95633,1003
21,2,0.53000,732
21,3,1.03567,874
21,4,1.01033,934
21,5,1.07500,880
21,6,0.55600,629
21,7,0.54233,688
21,8,0.44133,910
21,9,0.52133,696
21,10,0.49733,688
21,11,0.47333,736
21,12,0.45033,824
21,13,0.95100,1018
21,14,0.51967,681
21,15,0.48633,683
21,16,0.94367,1016
21,17,0.57200,676
21,18,0.55333,609
21,19,1.02167,934
21,20,0.38333,558
