1,1,0.08750,16
1,2,0.40000,14
1,3,3.55000,0
1,4,0.40000,14
1,5,0.08750,16
1,6,3.55000,0
1,7,0.08750,16
1,8,0.08750,16
1,9,0.08750,16
1,10,3.55000,0
1,11,0.81250,9
1,12,3.55000,0
1,13,0.08750,16
1,14,3.55000,0
1,15,0.21250,12
1,16,0.40000,9
1,17,0.08750,16
1,18,3.55000,0
1,19,0.40000,14
1,20,0.30000,14
2,1,3.86000,0
2,2,0.58000,14
2,3,0.93000,10
2,4,0.93000,10
2,5,3.86000,0
2,6,0.80000,3
2,7,3.86000,0
2,8,3.86000,0
2,9,0.84000,14
2,10,3.86000,0
2,11,3.86000,0
2,12,0.93000,10
2,13,3.86000,0
2,14,0.84000,14
2,15,3.86000,0
2,16,0.58000,14
2,17,3.86000,0
2,18,3.86000,0
2,19,0.47000,9
2,20,3.86000,0
3,1,0.58000,8
3,2,0.28000,8
3,3,0.29333,9
3,4,0.57333,8
3,5,0.28000,8
3,6,0.57333,7
3,7,0.95333,7
3,8,1.16667,20
3,9,0.94667,7
3,10,0.92667,5
3,11,0.81333,18
3,12,0.95333,7
3,13,0.56000,7
3,14,0.54000,6
3,15,0.94000,6
3,16,0.83333,17
3,17,0.54000,6
3,18,3.64000,22
3,19,0.56000,7
3,20,0.96000,7
4,1,1.92500,14
4,2,2.10000,27
4,3,2.07500,25
4,4,2.10000,27
4,5,2.10000,27
4,6,2.07500,25
4,7,2.10000,27
4,8,2.10000,27
4,9,2.10000,27
4,10,2.10000,27
4,11,2.10000,27
4,12,2.10000,27
4,13,2.10000,27
4,14,2.10000,27
4,15,2.07500,25
4,16,2.10000,27
4,17,2.10000,27
4,18,2.07500,25
4,19,2.10000,27
4,20,2.10000,27
5,1,2.48000,0
5,2,2.48000,0
5,3,2.48000,0
5,4,2.48000,0
5,5,2.48000,0
5,6,2.48000,0
5,7,2.48000,0
5,8,2.48000,0
5,9,2.48000,0
5,10,2.48000,0
5,11,2.48000,0
5,12,2.48000,0
5,13,2.48000,0
5,14,2.48000,0
5,15,2.48000,0
5,16,2.48000,0
5,17,2.48000,0
5,18,2.48000,0
5,19,2.48000,0
5,20,2.48000,0
6,1,3.28667,12
6,2,0.50667,29
6,3,0.26667,32
6,4,0.26667,32
6,5,3.56667,0
6,6,0.26667,32
6,7,0.26667,32
6,8,0.09333,34
6,9,3.28667,14
6,10,0.49333,25
6,11,0.26667,32
6,12,2.75333,27
6,13,0.09333,34
6,14,3.04000,17
6,15,0.26000,30
6,16,2.79333,19
6,17,0.50667,29
6,18,3.56667,0
6,19,0.50667,29
6,20,3.56667,0
7,1,4.38750,19
7,2,8.03125,13
7,3,4.04375,22
7,4,7.25625,27
7,5,3.28125,9
7,6,4.05000,19
7,7,7.04375,28
7,8,7.00625,30
7,9,6.52500,36
7,10,4.66250,16
7,11,7.13750,30
7,12,2.89375,18
7,13,4.42500,30
7,14,3.62500,12
7,15,8.20625,18
7,16,3.66875,23
7,17,3.63125,13
7,18,4.14375,18
7,19,6.95625,35
7,20,3.70625,21
8,1,7.15000,38
8,2,4.00500,30
8,3,7.68000,28
8,4,4.49500,12
8,5,4.62500,17
8,6,7.91500,26
8,7,4.37500,39
8,8,7.40500,28
8,9,4.12000,27
8,10,7.22000,36
8,11,4.56500,29
8,12,4.68500,19
8,13,4.59500,33
