1,33.45
1,33.828
1,36.3
1,33.184
1,34.503
1,36.314
1,33.739
1,34.262
1,33.85
1,32.918
1,33.578
1,33.315
1,33.414
1,37.458
1,32.988
1,33.17
1,33.873
1,30.732
1,33.511
1,33.514
2,32.858
2,32.796
2,36.52
2,33.469
2,35.052
2,34.002
2,34.054
2,35.119
2,34.091
2,34.244
2,30.629
2,33.711
2,34.71
2,33.136
2,33.787
2,32.551
2,32.79
2,34.225
2,31.952
2,33.759
3,20.39
3,25.27
3,26.442
3,20.505
3,26.07
3,23.514
3,26.629
3,22.422
3,23.202
3,24.947
3,21.568
3,25.259
3,23.569
3,22.733
3,22.707
3,24.313
3,24.747
3,22.794
3,26.483
3,23.61
4,36.101
4,35.7
4,36.866
4,35.835
4,35.542
4,35.675
4,35.665
4,35.543
4,36.099
4,36.575
4,36.309
4,36.846
4,35.881
4,37.096
4,37.699
4,35.09
4,36.15
4,36.044
4,35.917
4,39.527
5,36.651
5,37.674
5,36.935
5,37.083
5,37.014
5,37.89
5,37.164
5,37.376
5,37.416
5,35.77
5,33.243
5,35.8
5,33.204
5,40.987
5,36.575
5,36.822
5,36.542
5,38.368
5,37.883
5,37.296
6,30.885
6,30.898
6,27.259
6,31.989
6,32.325
6,28.289
6,28.943
6,28.416
6,27.916
6,29.744
6,37.287
6,28.502
6,33.802
6,28.58
6,26.69
6,30.42
6,30.929
6,30.707
6,28.78
6,30.502
7,114.141
7,100.763
7,109.386
7,109.677
7,112.59
7,112.628
7,103.13
7,100.379
7,108.828
7,103.701
7,101.035
7,114.433
7,102.526
7,115.745
7,111.487
7,111.553
7,105.587
7,101.595
7,100.316
7,101.819
8,107.896
8,105.707
8,105.28
8,109.213
8,118.721
8,121.026
8,125.919
8,117.348
8,104.994
8,105.318
8,103.811
8,114.2
8,107.457
8,115.386
8,107.526
8,108.15
8,108.076
8,106.184
8,106.689
8,106.404
9,101.85
9,103.945
9,101.043
9,102.425
9,99.58
9,100.18
9,102.599
9,112.578
9,109.011
9,109.465
9,106.986
9,100.425
9,100.982
9,106.771
9,108.294
9,113.319
9,108.247
9,100.471
9,101.353
9,99.484
10,103.969
10,99.885
10,95.129
10,94.782
10,95.919
10,95.214
10,96.898
10,93.817
10,93.558
10,92.654
10,97.108
10,100.182
10,105.71
10,95.811
10,96.482
10,94.351
10,93.353
10,110.5
10,104.334
10,104.837
11,103.875
11,108.164
11,104.908
11,102.848
11,104.459
11,103.241
11,100.76
11,99.985
11,100.445
11,105.518
11,110.319
11,102.773
11,109.389
11,101.158
11,101.064
11,102.053
11,105.138
11,103.66
11,99.83
11,106.094
12,103.823
12,90.31
12,92.835
12,100.349
12,102.783
12,106.187
12,104.498
12,103.814
12,92.128
12,92.876
12,96.133
12,106.252
12,95.48
12,107.061
12,104.03
12,98.72
12,92.459
12,92.525
12,89.022
12,90.886
13,180.105
13,208.015
13,201.543
13,199.949
13,199.18
13,204.628
13,208.798
13,203.24
13,198.413
13,205.986
13,206.014
13,185.069
13,201.499
13,208.982
13,202.262
13,205.227
13,196.641
13,194.235
13,199.877
13,209.499
14,205.541
14,218.45
14,216.546
14,220.584
14,213.683
14,231.802
14,211.38
14,215.675
14,209.67
14,209.719
14,209.421
14,204.627
14,217.422
14,211.708
14,224.538
14,213.507
14,218.476
14,217.818
14,210.324
14,211.64
15,199.045
15,203.427
15,192.801
15,203.746
15,193.766
15,206.134
15,195.742
15,187.792
15,195.353
15,188.357
15,198.282
15,206.676
15,205.796
15,193.489
15,186.927
15,195.737
15,192.964
15,200.559
15,206.619
15,201.631
16,197.202
16,194.18
16,195.056
16,197.331
16,186.751
16,189.476
16,194.259
16,224.154
16,197.086
16,199.803
16,194.965
16,190.474
16,195.478
16,191.931
16,213.443
16,190.121
16,196.584
16,196.609
16,192.198
16,189.563
17,209.467
17,201.811
17,201.386
17,208.421
17,202.724
17,201.213
17,206.649
17,206.041
17,212.458
17,202.908
17,209.75
17,202.554
17,208.317
17,206.058
17,204.258
17,205.184
17,199.411
17,202.631
17,215.467
17,200.965
18,212.966
18,211.668
18,202.115
18,207.9
18,204.811
18,203.048
18,203.727
18,206.707
18,206.993
18,210.523
18,207.488
18,212.39
18,209.829
18,225.395
18,201.121
18,198.653
18,203.523
18,203.987
18,207.203
18,204.758
19,113.257
19,110.732
19,108.912
19,109.74
19,107.189
19,112.927
19,110.595
19,112.729
19,114.824
19,108.585
19,110.562
19,112.224
19,107.825
19,109.527
19,115.665
19,111.54
19,108.802
19,109.369
19,111.503
19,109.303
20,189.631
20,192.281
20,194.6
20,191.857
20,193.184
20,189.799
20,187.748
20,194.398
20,199.981
20,194.216
20,192.981
20,190.326
20,190.422
20,192.496
20,220.79
20,194.31
20,190.083
20,190.788
20,190.305
20,192.724
21,255.857
21,253.891
21,256.559
21,261.927
21,254.899
21,252.713
21,256.611
21,260.205
21,267.143
21,269.164
21,253.397
21,260.738
21,259.238
21,252.789
21,249.634
21,256.037
21,252.606
21,256.698
21,253.321
21,248.741
22,358.297
22,365.45
22,356.081
22,359.569
22,368.292
22,362.555
22,362.805
22,362.314
22,366.921
22,359.124
22,360.631
22,354.017
22,358.3
22,356.002
22,363.636
22,351.21
22,358.761
22,362.288
22,351.105
22,355.459
23,1287.91
23,1267.59
23,1290.78
23,1274.13
23,1289.69
23,1258.73
23,1275.75
23,1320.46
23,1310.62
23,1310.75
23,1277.58
23,1295.17
23,1278.3
23,1284.36
23,1258.56
23,1278.27
23,1280.9
23,1276.53
23,1276.12
23,1261.27
