1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
3,10
3,6
3,25
3,9
3,10
3,10
3,25
3,10
3,20
3,25
3,25
3,10
3,4
3,10
3,10
3,8
3,9
3,10
3,15
3,10
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
4,25
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,14
6,0
6,12
6,0
6,0
6,0
6,0
6,0
7,62
7,58
7,52
7,42
7,49
7,75
7,38
7,37
7,52
7,63
7,29
7,53
7,53
7,47
7,52
7,45
7,34
7,33
7,44
7,39
8,39
8,55
8,60
8,45
8,51
8,45
8,83
8,45
8,23
8,46
8,58
8,40
8,62
8,73
8,52
8,29
8,53
8,71
8,45
8,52
9,78
9,62
9,30
9,28
9,66
9,61
9,94
9,80
9,79
9,60
9,60
9,34
9,48
9,28
9,94
9,61
9,62
9,75
9,47
9,93
10,32
10,28
10,32
10,28
10,27
10,29
10,33
10,27
10,34
10,33
10,33
10,40
10,32
10,39
10,41
10,31
10,19
10,27
10,25
10,42
11,62
11,39
11,45
11,44
11,55
11,51
11,66
11,51
11,47
11,46
11,58
11,53
11,51
11,67
11,62
11,72
11,53
11,51
11,56
11,51
12,43
12,39
12,56
12,41
12,49
12,33
12,47
12,35
12,42
12,37
12,54
12,35
12,83
12,56
12,81
12,35
12,52
12,95
12,36
12,33
13,53
13,59
13,63
13,83
13,58
13,71
13,73
13,58
13,59
13,48
13,65
13,77
13,67
13,74
13,53
13,89
13,86
13,56
13,87
13,91
14,85
14,96
14,81
14,84
14,72
14,96
14,116
14,116
14,76
14,98
14,110
14,99
14,77
14,123
14,70
14,76
14,86
14,76
14,130
14,92
15,75
15,93
15,109
15,123
15,93
15,123
15,86
15,127
15,74
15,109
15,78
15,105
15,82
15,112
15,78
15,126
15,104
15,93
15,89
15,94
16,72
16,77
16,82
16,76
16,64
16,64
16,79
16,90
16,83
16,69
16,71
16,49
16,71
16,93
16,91
16,77
16,70
16,88
16,78
16,60
17,98
17,98
17,109
17,109
17,76
17,71
17,100
17,117
17,77
17,107
17,92
17,91
17,108
17,105
17,96
17,86
17,86
17,90
17,100
17,96
18,161
18,192
18,101
18,124
18,141
18,157
18,162
18,143
18,176
18,187
18,157
18,185
18,135
18,115
18,144
18,153
18,150
18,136
18,159
18,173
19,413
19,329
19,544
19,276
19,390
19,479
19,511
19,457
19,189
19,404
19,394
19,558
19,305
19,289
19,288
19,533
19,202
19,271
19,428
19,256
20,681
20,822
20,907
20,972
20,700
20,663
20,1053
20,895
20,759
20,790
20,817
20,647
20,721
20,859
20,992
20,883
20,681
20,665
20,717
20,1022
21,1535
21,1289
21,1338
21,1350
21,1390
21,1559
21,1240
21,1683
21,1424
21,1185
21,1432
21,1421
21,1404
21,1366
21,1443
21,1505
21,1255
21,1343
21,1462
21,1370
22,1806
22,2219
22,1998
22,2052
22,1835
22,1838
22,2081
22,1845
22,2013
22,2062
22,2049
22,1859
22,1948
22,1923
22,1857
22,1853
22,1903
22,1977
22,1743
22,1954
23,11650
23,11759
23,11651
23,11508
23,11686
23,11375
23,11664
23,11161
23,10780
23,11501
23,11721
23,11885
23,11322
23,11851
23,11751
23,11390
23,11430
23,11799
23,11948
23,11646
